ID,City,City_Development_Index,Gender,Education,Major,Experience,Company_Size,Company_Type,Previous_Job,Training_Hours,Target
11987,City_No_16,0.91,Male,Graduate,STEM,9,10/49,Early Stage Startup,4,27,0
19959,City_No_103,0.92,Male,Graduate,STEM,14,5000-9999,Pvt Ltd,3,14,0
28284,City_No_102,0.804,,Graduate,STEM,11,5000-9999,Pvt Ltd,1,76,0
11464,City_No_21,0.624,,Graduate,STEM,1,50-99,Pvt Ltd,1,13,1
13459,City_No_30,0.698,,Graduate,STEM,4,100-500,NGO,1,98,0
5926,City_No_165,0.903,Male,Masters,STEM,>20,50-99,Funded Startup,>4,12,0
7975,City_No_103,0.92,Female,Masters,Business Degree,4,500-999,Pvt Ltd,1,206,0
7882,City_No_71,0.884,Male,Graduate,STEM,6,500-999,Pvt Ltd,1,58,1
494,City_No_160,0.92,Male,Graduate,STEM,9,100-500,Funded Startup,2,24,0
12146,City_No_138,0.836,Male,Masters,STEM,6,10000+,Pvt Ltd,1,28,0
5787,City_No_61,0.913,Male,Graduate,STEM,11,100-500,Pvt Ltd,1,45,0
14704,City_No_114,0.926,Male,Graduate,STEM,5,10000+,Pvt Ltd,1,42,0
3540,City_No_71,0.884,Male,Graduate,STEM,8,50-99,Pvt Ltd,2,69,0
27651,City_No_16,0.91,,Graduate,STEM,14,100-500,Pvt Ltd,1,196,0
9253,City_No_136,0.897,Male,Graduate,STEM,7,,,,128,0
16218,City_No_165,0.903,Male,Masters,STEM,7,100-500,Pvt Ltd,3,18,0
16062,City_No_103,0.92,Male,Graduate,STEM,13,,Pvt Ltd,4,46,0
15245,City_No_103,0.92,,Phd,STEM,20,10000+,Pvt Ltd,1,22,0
13109,City_No_103,0.92,Male,Graduate,STEM,4,10/49,Pvt Ltd,1,40,1
16620,City_No_24,0.698,Male,Graduate,STEM,12,,,>4,32,1
5687,City_No_23,0.899,Male,Graduate,STEM,12,50-99,Pvt Ltd,1,20,0
27725,City_No_103,0.92,Male,Graduate,STEM,4,10/49,Pvt Ltd,4,33,1
7566,City_No_21,0.624,Male,Graduate,STEM,5,50-99,Pvt Ltd,1,3,0
10303,City_No_103,0.92,Male,Masters,STEM,>20,,,1,139,0
15810,City_No_103,0.92,Male,Graduate,STEM,14,100-500,Pvt Ltd,1,29,0
30548,City_No_160,0.92,Male,Graduate,STEM,5,,,1,62,1
21509,City_No_21,0.624,Female,Graduate,STEM,2,10/49,Pvt Ltd,1,72,1
5460,City_No_136,0.897,Male,Masters,STEM,9,10000+,Pvt Ltd,2,52,0
19998,City_No_91,0.691,Female,Graduate,STEM,9,50-99,Pvt Ltd,2,31,0
28273,City_No_114,0.926,Male,High School,,14,10000+,Pvt Ltd,>4,25,0
30257,City_No_74,0.579,Male,Graduate,STEM,11,50-99,Pvt Ltd,>4,107,1
31241,City_No_75,0.939,Male,Phd,STEM,14,,,1,158,0
20378,City_No_103,0.92,Male,Graduate,STEM,7,,,1,152,1
29402,City_No_103,0.92,Male,Graduate,STEM,7,500-999,NGO,2,10,0
23474,City_No_45,0.89,Male,High School,,2,,,never,21,0
22548,City_No_165,0.903,Male,Graduate,Other,16,100-500,Other,never,174,1
98,City_No_16,0.91,,Graduate,STEM,6,10/49,Pvt Ltd,>4,40,0
6105,City_No_160,0.92,Male,Graduate,STEM,3,,,1,43,0
23869,City_No_21,0.624,Male,Masters,STEM,3,100-500,Pvt Ltd,2,13,1
17123,City_No_21,0.624,,Graduate,STEM,,,,,32,0
28409,City_No_103,0.92,,Graduate,STEM,3,<10,Early Stage Startup,1,87,0
25618,City_No_104,0.924,Male,Masters,STEM,3,5000-9999,Pvt Ltd,1,102,0
25048,City_No_21,0.624,,Graduate,STEM,3,,,,67,1
32459,City_No_114,0.926,Male,Graduate,STEM,6,,Pvt Ltd,never,16,0
16534,City_No_23,0.899,,High School,,1,,,,46,0
33223,City_No_21,0.624,Male,Masters,STEM,1,500-999,Pvt Ltd,1,20,1
19824,City_No_114,0.926,Male,Masters,STEM,10,1000-4999,Pvt Ltd,>4,21,0
11893,City_No_103,0.92,Female,Masters,STEM,8,10000+,Pvt Ltd,4,52,0
28778,City_No_136,0.897,Male,Masters,STEM,2,50-99,Pvt Ltd,1,6,0
4051,City_No_40,0.7759999999999999,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,0
16523,City_No_21,0.624,,Masters,STEM,7,50-99,Pvt Ltd,1,51,1
1165,City_No_103,0.92,Male,Masters,STEM,11,100-500,Public Sector,>4,37,0
10090,City_No_100,0.887,Male,High School,,4,,,1,82,0
14711,City_No_158,0.7659999999999999,Male,Graduate,STEM,11,500-999,Pvt Ltd,never,58,0
18366,City_No_21,0.624,,Masters,STEM,6,1000-4999,,never,74,0
8293,City_No_67,0.855,Female,Masters,STEM,9,1000-4999,Pvt Ltd,1,149,0
21164,City_No_16,0.91,Male,High School,,10,,,never,52,0
6430,City_No_160,0.92,Female,Graduate,STEM,12,<10,Pvt Ltd,1,81,0
32463,City_No_36,0.893,Male,Graduate,STEM,9,100-500,Pvt Ltd,3,10,0
30477,City_No_11,0.55,Male,Graduate,STEM,4,100-500,Pvt Ltd,never,25,0
2707,City_No_16,0.91,Male,Graduate,STEM,>20,10/49,Pvt Ltd,2,50,0
9167,City_No_21,0.624,,Masters,STEM,4,,,4,68,1
25083,City_No_136,0.897,,Masters,STEM,15,10000+,Pvt Ltd,4,96,0
503,City_No_67,0.855,Male,High School,,14,10000+,Pvt Ltd,4,53,0
27607,City_No_20,0.7959999999999999,Male,Graduate,STEM,8,50-99,Pvt Ltd,1,25,0
25915,City_No_83,0.923,Male,Graduate,STEM,14,,,1,40,0
30308,City_No_116,0.743,Male,Masters,STEM,6,,,1,28,0
29607,City_No_104,0.924,,Graduate,Arts,10,10/49,Pvt Ltd,1,43,0
21938,City_No_16,0.91,,High School,,5,,,never,57,0
15076,City_No_160,0.92,,Graduate,STEM,9,10000+,Pvt Ltd,1,88,0
25278,City_No_134,0.698,Male,Masters,STEM,6,,,1,35,1
3531,City_No_100,0.887,,High School,,>20,,,>4,161,0
13796,City_No_64,0.6659999999999999,Male,Graduate,STEM,>20,50-99,Pvt Ltd,>4,86,0
28272,City_No_150,0.698,Female,,,>20,<10,Early Stage Startup,never,77,0
26345,City_No_103,0.92,Female,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,163,0
5679,City_No_103,0.92,Male,Graduate,STEM,11,,Pvt Ltd,3,248,1
4435,City_No_21,0.624,Male,Graduate,STEM,9,,,1,31,0
19920,City_No_114,0.926,Male,Masters,STEM,14,1000-4999,Pvt Ltd,1,38,0
28644,City_No_114,0.926,Male,Masters,Business Degree,18,,,2,83,0
8481,City_No_103,0.92,,Masters,STEM,6,,Pvt Ltd,2,28,0
29166,City_No_83,0.923,Male,Graduate,STEM,14,<10,Funded Startup,1,69,0
8040,City_No_97,0.925,Male,Graduate,STEM,15,100-500,Pvt Ltd,>4,57,0
19085,City_No_114,0.926,Male,Graduate,STEM,10,1000-4999,Pvt Ltd,1,9,0
14948,City_No_71,0.884,Male,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,0
20158,City_No_149,0.6890000000000001,Male,Graduate,STEM,7,,,1,63,0
10068,City_No_103,0.92,,Graduate,STEM,8,100-500,Funded Startup,1,77,0
15093,City_No_103,0.92,Male,Graduate,STEM,9,50-99,Pvt Ltd,1,18,0
16381,City_No_136,0.897,Male,Graduate,STEM,3,10/49,Pvt Ltd,1,46,0
24435,City_No_114,0.926,,Graduate,STEM,10,100-500,Public Sector,1,39,0
3824,City_No_103,0.92,Male,Masters,STEM,>20,,Public Sector,>4,26,0
15858,City_No_114,0.926,,Graduate,STEM,12,100-500,Pvt Ltd,4,82,0
7249,City_No_103,0.92,Male,Graduate,STEM,>20,10/49,Funded Startup,3,29,0
6596,City_No_102,0.804,,Graduate,STEM,15,,,>4,43,1
27630,City_No_41,0.8270000000000001,Male,Graduate,STEM,9,,,3,8,1
31058,City_No_103,0.92,Male,Masters,STEM,15,1000-4999,Pvt Ltd,2,34,0
12408,City_No_21,0.624,Male,Graduate,STEM,<1,,,never,81,1
32560,City_No_136,0.897,Male,,,7,50-99,Funded Startup,3,180,0
12987,City_No_160,0.92,Male,Graduate,STEM,>20,,,1,8,1
25022,City_No_21,0.624,Male,Masters,STEM,17,<10,Pvt Ltd,1,50,0
20547,City_No_134,0.698,,High School,,2,,,2,47,1
27795,City_No_103,0.92,Male,Primary School,,6,,,never,336,0
29088,City_No_103,0.92,,Masters,STEM,>20,50-99,Pvt Ltd,>4,51,0
14212,City_No_16,0.91,,Masters,Business Degree,2,,,2,312,0
5538,City_No_103,0.92,,Graduate,Humanities,10,,,2,67,1
20713,City_No_21,0.624,,Graduate,STEM,<1,10000+,Pvt Ltd,1,88,1
23877,City_No_20,0.7959999999999999,Male,High School,,6,,,never,41,0
9693,City_No_104,0.924,Male,Graduate,STEM,>20,50-99,Pvt Ltd,1,17,0
18146,City_No_100,0.887,Male,Graduate,STEM,6,100-500,Pvt Ltd,3,79,0
22883,City_No_73,0.754,,Graduate,STEM,>20,,,never,89,0
1461,City_No_114,0.926,Male,High School,,18,,,1,43,0
24448,City_No_173,0.878,Male,Masters,STEM,19,1000-4999,Pvt Ltd,>4,56,0
31735,City_No_160,0.92,Male,Graduate,STEM,6,50-99,Early Stage Startup,1,222,0
8080,City_No_21,0.624,Male,Masters,STEM,3,10000+,Pvt Ltd,3,28,1
26930,City_No_13,0.8270000000000001,Male,Graduate,STEM,10,50-99,Pvt Ltd,1,55,0
11372,City_No_103,0.92,Male,Graduate,Business Degree,9,100-500,Pvt Ltd,1,17,0
13937,City_No_100,0.887,,Graduate,STEM,10,50-99,Pvt Ltd,2,69,0
24522,City_No_57,0.866,Male,Graduate,STEM,14,100-500,Funded Startup,1,10,0
6670,City_No_116,0.743,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,1,70,0
25159,City_No_105,0.794,,Masters,STEM,>20,,,,4,0
3263,City_No_103,0.92,Male,Masters,STEM,>20,,,1,22,1
10035,City_No_16,0.91,Male,Graduate,STEM,2,10000+,Pvt Ltd,2,155,0
7390,City_No_75,0.939,Male,Graduate,STEM,5,1000-4999,Pvt Ltd,1,18,0
26544,City_No_114,0.926,Male,Graduate,STEM,14,<10,Early Stage Startup,1,28,1
32322,City_No_102,0.804,,Graduate,STEM,7,,,never,5,1
21083,City_No_90,0.698,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,0
13254,City_No_16,0.91,Male,Graduate,STEM,15,50-99,Pvt Ltd,1,4,0
29267,City_No_100,0.887,Male,Graduate,STEM,>20,,,1,90,0
8129,City_No_13,0.8270000000000001,Male,Phd,STEM,18,50-99,Pvt Ltd,2,18,0
18631,City_No_21,0.624,Male,Masters,STEM,11,100-500,Pvt Ltd,4,7,1
23833,City_No_21,0.624,Male,Graduate,STEM,3,10000+,Pvt Ltd,2,45,1
30841,City_No_19,0.682,Male,Graduate,STEM,5,100-500,Pvt Ltd,1,63,0
6656,City_No_21,0.624,,Masters,Arts,6,10/49,Pvt Ltd,1,21,1
14602,City_No_21,0.624,,Masters,STEM,<1,100-500,NGO,1,156,1
11891,City_No_16,0.91,Male,Masters,STEM,12,10/49,Pvt Ltd,2,77,0
30379,City_No_149,0.6890000000000001,Male,Graduate,STEM,5,500-999,Funded Startup,2,122,0
3136,City_No_83,0.923,Male,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,84,0
13747,City_No_114,0.926,Male,Masters,STEM,>20,50-99,Pvt Ltd,>4,40,0
29271,City_No_83,0.923,Male,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,70,1
21325,City_No_136,0.897,Male,Masters,STEM,19,500-999,Pvt Ltd,4,88,1
8357,City_No_71,0.884,Male,Masters,STEM,8,500-999,Pvt Ltd,2,153,0
30948,City_No_114,0.926,Male,High School,,5,50-99,Pvt Ltd,>4,160,0
22531,City_No_136,0.897,Male,Masters,STEM,11,50-99,,2,16,0
5656,City_No_50,0.8959999999999999,Male,Masters,STEM,13,1000-4999,Public Sector,>4,224,0
21085,City_No_128,0.527,Male,Graduate,STEM,11,<10,Pvt Ltd,>4,45,0
20649,City_No_16,0.91,Male,Masters,STEM,3,50-99,Pvt Ltd,1,69,0
19534,City_No_71,0.884,Male,Masters,STEM,6,10/49,Pvt Ltd,3,6,0
25393,City_No_103,0.92,Male,High School,,11,100-500,Pvt Ltd,>4,119,0
2878,City_No_100,0.887,Male,Masters,STEM,10,1000-4999,Pvt Ltd,never,53,1
24347,City_No_21,0.624,Female,Graduate,STEM,6,,Pvt Ltd,1,9,1
32192,City_No_173,0.878,Male,Graduate,STEM,16,10/49,Pvt Ltd,>4,54,0
13058,City_No_103,0.92,Male,Graduate,STEM,6,,Public Sector,1,116,1
10613,City_No_13,0.8270000000000001,,Masters,STEM,4,<10,Funded Startup,2,26,0
20265,City_No_50,0.8959999999999999,Male,Masters,Humanities,<1,10/49,NGO,1,9,1
24897,City_No_89,0.925,Male,Graduate,STEM,12,50-99,,1,78,0
29152,City_No_103,0.92,Male,Graduate,Arts,4,100-500,Pvt Ltd,3,50,0
21321,City_No_90,0.698,Male,Masters,STEM,5,,,2,20,0
21411,City_No_114,0.926,,Graduate,STEM,8,10000+,Pvt Ltd,1,47,0
32170,City_No_103,0.92,Female,Graduate,STEM,7,50-99,Pvt Ltd,1,56,0
24678,City_No_16,0.91,,High School,,1,,,never,125,0
29895,City_No_103,0.92,Female,Graduate,Arts,15,500-999,,2,50,0
5827,City_No_104,0.924,Female,Masters,Humanities,2,50-99,Funded Startup,1,28,0
18608,City_No_21,0.624,Male,Graduate,STEM,5,100-500,Pvt Ltd,1,130,1
9048,City_No_21,0.624,,Graduate,STEM,2,,,never,58,1
2083,City_No_103,0.92,Male,Graduate,STEM,8,50-99,Pvt Ltd,2,19,0
3002,City_No_102,0.804,,Graduate,STEM,3,50-99,Pvt Ltd,1,47,0
29856,City_No_83,0.923,Male,Masters,Humanities,13,1000-4999,Pvt Ltd,1,46,0
22061,City_No_21,0.624,Male,Graduate,STEM,4,100-500,Pvt Ltd,2,78,0
2916,City_No_104,0.924,Male,Graduate,STEM,16,1000-4999,Pvt Ltd,2,32,0
23069,City_No_103,0.92,Male,Graduate,STEM,1,100-500,Pvt Ltd,1,62,1
19057,City_No_28,0.939,Male,Graduate,STEM,11,50-99,Pvt Ltd,1,96,0
12885,City_No_78,0.579,Male,Graduate,STEM,5,10/49,Funded Startup,2,20,1
20052,City_No_114,0.926,,Graduate,STEM,13,,Pvt Ltd,never,34,0
10264,City_No_103,0.92,Female,Graduate,STEM,1,10000+,Pvt Ltd,1,30,0
32430,City_No_114,0.926,Male,Graduate,STEM,13,50-99,Pvt Ltd,1,38,0
348,City_No_13,0.8270000000000001,Female,Masters,STEM,10,50-99,Pvt Ltd,4,26,0
6130,City_No_138,0.836,Male,,,16,50-99,,never,156,0
8636,City_No_16,0.91,Male,Graduate,STEM,15,100-500,Pvt Ltd,3,162,0
3045,City_No_104,0.924,Male,Graduate,Humanities,14,50-99,Pvt Ltd,1,29,0
32763,City_No_16,0.91,Female,High School,,2,50-99,,1,32,0
27509,City_No_136,0.897,Male,Phd,STEM,>20,,,>4,52,0
20330,City_No_160,0.92,Male,High School,,6,,,never,21,0
15077,City_No_83,0.923,Female,Graduate,Other,10,,,>4,160,1
25511,City_No_99,0.915,Male,Graduate,Humanities,3,50-99,Pvt Ltd,2,68,0
6170,City_No_71,0.884,Male,Masters,STEM,16,50-99,,2,31,0
18044,City_No_114,0.926,,High School,,<1,,,never,50,0
5733,City_No_21,0.624,Male,Graduate,STEM,6,100-500,Pvt Ltd,2,13,1
11571,City_No_136,0.897,,High School,,5,,,,55,0
20129,City_No_103,0.92,Male,Graduate,STEM,3,100-500,Funded Startup,1,109,1
22416,City_No_21,0.624,,Masters,STEM,>20,,,>4,6,1
9724,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,54,0
12813,City_No_136,0.897,,Graduate,STEM,16,,,,152,0
15764,City_No_103,0.92,Male,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,182,0
6003,City_No_103,0.92,Male,Graduate,Humanities,11,100-500,Funded Startup,2,45,0
11934,City_No_160,0.92,Female,Graduate,STEM,10,10/49,Pvt Ltd,4,101,1
14957,City_No_103,0.92,,,,2,,,never,68,0
12658,City_No_70,0.698,Male,,,6,,,>4,52,0
4181,City_No_16,0.91,Male,Graduate,Other,<1,500-999,Pvt Ltd,1,16,0
30192,City_No_21,0.624,Male,Graduate,STEM,14,500-999,Pvt Ltd,1,4,0
25068,City_No_21,0.624,Male,Masters,STEM,3,50-99,Pvt Ltd,1,45,0
22356,City_No_75,0.939,Male,Masters,STEM,1,<10,Funded Startup,1,53,1
19170,City_No_103,0.92,Male,Graduate,STEM,5,5000-9999,Pvt Ltd,1,45,0
18778,City_No_16,0.91,Male,Graduate,STEM,5,500-999,Pvt Ltd,never,66,0
14242,City_No_160,0.92,Male,Graduate,STEM,5,500-999,Pvt Ltd,never,160,0
21856,City_No_114,0.926,,Masters,STEM,>20,5000-9999,Pvt Ltd,1,138,0
8222,City_No_45,0.89,Male,Graduate,STEM,5,,,1,31,0
17517,City_No_71,0.884,Male,Graduate,STEM,5,10000+,Other,1,149,0
6934,City_No_21,0.624,Male,Masters,STEM,6,100-500,Funded Startup,1,15,1
24762,City_No_103,0.92,Male,Primary School,,5,1000-4999,Pvt Ltd,never,31,0
20934,City_No_103,0.92,Male,Graduate,STEM,6,,,never,2,1
25066,City_No_14,0.698,,Graduate,STEM,16,5000-9999,Pvt Ltd,2,72,0
15567,City_No_114,0.926,Male,Graduate,Business Degree,<1,10000+,Pvt Ltd,2,14,0
9784,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,0
26517,City_No_103,0.92,,Graduate,Humanities,3,,,1,58,1
21598,City_No_114,0.926,,,,>20,<10,Pvt Ltd,never,97,0
4489,City_No_149,0.6890000000000001,Male,Graduate,STEM,8,,,2,135,0
2788,City_No_73,0.754,Male,Graduate,STEM,5,,,1,24,1
18069,City_No_19,0.682,Male,Graduate,STEM,>20,,,1,31,0
17531,City_No_90,0.698,,Masters,STEM,6,,,1,116,1
22385,City_No_152,0.698,,Masters,STEM,12,,,1,44,0
13705,City_No_136,0.897,,Masters,STEM,5,10000+,Pvt Ltd,4,102,0
32064,City_No_167,0.921,Male,Graduate,STEM,10,1000-4999,Public Sector,1,48,0
29865,City_No_136,0.897,Male,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,36,0
28622,City_No_64,0.6659999999999999,Male,,,7,10/49,Pvt Ltd,1,122,0
99,City_No_103,0.92,Male,Masters,STEM,>20,,,>4,56,1
27549,City_No_103,0.92,Male,Graduate,STEM,15,5000-9999,Pvt Ltd,3,62,0
31170,City_No_57,0.866,Male,Graduate,STEM,11,<10,Pvt Ltd,1,143,0
21626,City_No_11,0.55,,Graduate,STEM,5,50-99,Pvt Ltd,1,30,1
30861,City_No_67,0.855,Male,Graduate,STEM,4,50-99,Pvt Ltd,1,25,0
16019,City_No_103,0.92,,Graduate,STEM,13,10000+,Pvt Ltd,4,10,1
11840,City_No_40,0.7759999999999999,Male,Graduate,STEM,3,50-99,Pvt Ltd,1,9,0
8902,City_No_103,0.92,Male,,,1,,,never,25,0
5747,City_No_74,0.579,Male,Graduate,STEM,10,100-500,Pvt Ltd,2,79,0
16204,City_No_103,0.92,,Masters,Business Degree,4,,,1,73,1
5602,City_No_21,0.624,,Graduate,STEM,4,100-500,NGO,1,258,0
18970,City_No_21,0.624,Male,Masters,STEM,7,10000+,Pvt Ltd,1,28,0
7938,City_No_21,0.624,Male,Graduate,STEM,3,100-500,Pvt Ltd,3,19,1
24019,City_No_160,0.92,Male,Graduate,STEM,>20,50-99,Pvt Ltd,>4,216,1
10001,City_No_103,0.92,Male,Graduate,STEM,5,,,never,6,1
1979,City_No_21,0.624,,Masters,STEM,9,100-500,Pvt Ltd,never,5,1
25994,City_No_16,0.91,Male,Graduate,STEM,18,,,>4,24,0
11017,City_No_11,0.55,,Graduate,STEM,4,100-500,Pvt Ltd,1,106,0
9284,City_No_67,0.855,,Graduate,STEM,5,,,3,54,1
1060,City_No_103,0.92,Male,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24,0
6763,City_No_100,0.887,Male,Graduate,STEM,10,100-500,Pvt Ltd,>4,116,0
1964,City_No_134,0.698,,High School,,3,,Pvt Ltd,never,64,0
6293,City_No_160,0.92,Male,Graduate,STEM,4,10/49,,1,106,0
4710,City_No_21,0.624,Male,Graduate,STEM,2,,,never,51,0
31323,City_No_103,0.92,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,1,40,0
2807,City_No_16,0.91,Male,Graduate,STEM,10,50-99,Pvt Ltd,1,26,0
32255,City_No_23,0.899,,Graduate,Business Degree,2,,,1,28,0
19092,City_No_90,0.698,Female,Masters,STEM,6,10/49,,1,178,0
26193,City_No_145,0.555,Male,Graduate,STEM,7,10/49,Pvt Ltd,1,102,1
4639,City_No_138,0.836,Male,Masters,STEM,15,50-99,Pvt Ltd,2,124,0
12853,City_No_136,0.897,Male,Masters,STEM,15,100-500,Pvt Ltd,>4,34,0
7247,City_No_97,0.925,,Graduate,STEM,11,10/49,Early Stage Startup,1,46,0
7,City_No_136,0.897,Male,Masters,STEM,13,,,1,18,0
15575,City_No_114,0.926,Male,Masters,STEM,>20,50-99,Pvt Ltd,1,16,0
11163,City_No_103,0.92,Male,Graduate,STEM,4,50-99,NGO,2,158,0
2527,City_No_104,0.924,Male,High School,,4,1000-4999,Pvt Ltd,1,102,1
17797,City_No_23,0.899,Male,Masters,STEM,6,10000+,Pvt Ltd,1,37,0
8892,City_No_7,0.647,,Graduate,STEM,1,,,never,33,0
5163,City_No_103,0.92,Male,Graduate,STEM,>20,,,1,3,1
28889,City_No_114,0.926,Male,,,7,500-999,Other,3,80,1
1011,City_No_103,0.92,,Graduate,STEM,4,,,never,31,1
4923,City_No_21,0.624,Male,Graduate,STEM,10,10000+,Pvt Ltd,1,59,1
21447,City_No_21,0.624,Male,Graduate,STEM,1,,,1,4,1
31357,City_No_67,0.855,Male,Masters,STEM,12,1000-4999,Pvt Ltd,>4,50,0
12118,City_No_152,0.698,Male,Graduate,STEM,>20,<10,Pvt Ltd,never,56,0
33133,City_No_103,0.92,Male,Graduate,STEM,9,10000+,Pvt Ltd,1,82,0
6306,City_No_103,0.92,Male,Graduate,STEM,7,<10,Pvt Ltd,>4,90,0
15204,City_No_103,0.92,Male,Graduate,Humanities,>20,<10,NGO,>4,88,0
23532,City_No_103,0.92,,,,4,,,,46,0
16300,City_No_21,0.624,Male,Masters,STEM,4,50-99,Pvt Ltd,1,28,1
15428,City_No_76,0.698,Male,Graduate,STEM,6,1000-4999,Pvt Ltd,2,56,0
7407,City_No_55,0.7390000000000001,Male,Masters,STEM,5,,,1,50,1
2204,City_No_16,0.91,Male,Graduate,STEM,11,100-500,Pvt Ltd,1,29,0
17455,City_No_104,0.924,Male,Graduate,STEM,10,50-99,Pvt Ltd,>4,36,0
26090,City_No_136,0.897,Male,Masters,STEM,16,1000-4999,Pvt Ltd,1,19,0
23124,City_No_103,0.92,Male,Graduate,STEM,2,100-500,,2,54,0
1413,City_No_103,0.92,Male,Primary School,,5,,,never,35,0
30757,City_No_21,0.624,,Masters,STEM,14,50-99,Pvt Ltd,4,44,1
4684,City_No_23,0.899,Male,Graduate,STEM,2,,Pvt Ltd,never,28,0
18772,City_No_136,0.897,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,55,0
19902,City_No_16,0.91,Male,Graduate,Humanities,2,,,1,148,1
16301,City_No_65,0.802,Male,Graduate,STEM,13,50-99,Pvt Ltd,2,19,0
32428,City_No_21,0.624,,Masters,STEM,20,50-99,,1,16,1
25853,City_No_67,0.855,Male,Masters,STEM,7,,,1,112,0
19592,City_No_21,0.624,Male,Graduate,STEM,6,,,3,65,1
1187,City_No_67,0.855,Male,Masters,STEM,15,10000+,Pvt Ltd,>4,10,0
27645,City_No_103,0.92,,Graduate,STEM,>20,,,>4,76,1
23530,City_No_21,0.624,Female,Graduate,STEM,5,10000+,Pvt Ltd,1,68,1
7010,City_No_40,0.7759999999999999,Male,Graduate,STEM,5,<10,Pvt Ltd,1,4,0
24963,City_No_21,0.624,Female,,,5,,,1,39,0
14902,City_No_54,0.856,Male,Graduate,STEM,8,50-99,Pvt Ltd,>4,18,1
28953,City_No_105,0.794,Male,Graduate,No Major,2,,,1,7,1
12719,City_No_100,0.887,Male,High School,,4,<10,Pvt Ltd,1,45,0
8383,City_No_114,0.926,Male,Masters,STEM,>20,,,1,106,0
28677,City_No_103,0.92,Male,Graduate,Humanities,>20,100-500,NGO,1,2,0
30954,City_No_57,0.866,Male,Graduate,STEM,4,,,never,87,0
14148,City_No_73,0.754,Male,Masters,STEM,>20,,,1,92,0
6766,City_No_138,0.836,Male,Graduate,STEM,16,50-99,Funded Startup,>4,25,0
16338,City_No_21,0.624,Male,Graduate,STEM,7,50-99,Pvt Ltd,1,88,0
13760,City_No_101,0.5579999999999999,Male,Graduate,STEM,3,50-99,Pvt Ltd,1,26,1
19481,City_No_104,0.924,Male,Masters,STEM,11,100-500,,1,8,0
17544,City_No_73,0.754,Male,Graduate,STEM,3,,,never,39,1
19984,City_No_21,0.624,Male,Masters,STEM,4,1000-4999,Pvt Ltd,3,157,1
21776,City_No_114,0.926,Male,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,0
19910,City_No_73,0.754,Male,Graduate,STEM,7,,,1,290,1
13290,City_No_142,0.727,Male,Graduate,STEM,6,,,1,122,1
9074,City_No_160,0.92,Male,Graduate,STEM,>20,,,3,48,1
28793,City_No_41,0.8270000000000001,Male,High School,,8,,,2,214,0
19113,City_No_114,0.926,,Primary School,,5,,,never,19,0
21437,City_No_123,0.738,Male,Phd,STEM,>20,,,>4,50,1
6543,City_No_23,0.899,Male,Graduate,No Major,>20,1000-4999,Pvt Ltd,>4,28,0
17507,City_No_103,0.92,Male,Graduate,STEM,9,,,1,49,1
11843,City_No_16,0.91,Male,Graduate,STEM,6,,,1,107,0
22782,City_No_36,0.893,Male,Masters,STEM,7,500-999,Public Sector,1,35,0
21875,City_No_74,0.579,Male,,,1,,,1,4,0
22664,City_No_102,0.804,,Graduate,STEM,8,100-500,Pvt Ltd,1,16,1
28553,City_No_103,0.92,Male,Masters,Humanities,15,50-99,Funded Startup,2,8,0
17362,City_No_11,0.55,Male,Graduate,STEM,4,10/49,Pvt Ltd,1,26,1
2963,City_No_21,0.624,Male,High School,,<1,,,never,23,0
22543,City_No_50,0.8959999999999999,Male,Masters,Humanities,10,50-99,Pvt Ltd,1,31,0
17201,City_No_21,0.624,Male,Graduate,STEM,6,100-500,Pvt Ltd,never,2,1
33228,City_No_103,0.92,Male,Graduate,Humanities,10,,,>4,43,0
32050,City_No_21,0.624,Male,Masters,STEM,6,10000+,Pvt Ltd,1,100,0
843,City_No_16,0.91,,Graduate,STEM,>20,,,1,57,0
31780,City_No_114,0.926,,Graduate,STEM,14,10/49,Pvt Ltd,1,198,0
3457,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,NGO,>4,50,0
16636,City_No_136,0.897,Male,Masters,STEM,15,50-99,Pvt Ltd,1,24,0
20131,City_No_103,0.92,Male,Graduate,Business Degree,2,,,1,8,0
27346,City_No_103,0.92,Male,Graduate,STEM,>20,50-99,Funded Startup,2,8,0
1282,City_No_103,0.92,Male,Graduate,STEM,19,10000+,Pvt Ltd,>4,21,0
33282,City_No_21,0.624,Male,,,7,,,1,272,1
17401,City_No_21,0.624,,Masters,STEM,9,,,never,20,0
